Departamentos;ventas_mañana;ventas_tarde;ventas_noche;ventas_totales;igv;transaccion_total;codigo_producto;membresia;tipo_atencion;tipo_clientes;cantidad_deboluciones
Apurimac;5510;1035;7380;13925;2506.5;29;88PGMM;SI;deficiente;indecisos;59
Piura;2123;1963;3274;7360;1324.8;29;4SZP84;NO;exepcional;leales ;43
La Libertad;2115;3228;4512;9855;1773.9;34;QHCMBX;NO;estandar;exigentes;28
Tumbes;7576;1906;2682;12164;2189.52;22;WG7GX3;NO;estandar;exigentes;77
Ica;7255;2033;1405;10693;1924.74;29;DXX3QQ;NO;exelente ;exigentes;77
Tacna;8378;4721;1441;14540;2617.2;5;4EICEX;NO;buena;indecisos;27
Junin;6107;4589;7968;18664;3359.52;49;Q88YPD;SI;exepcional;exigentes;56
La Libertad;5660;4280;3197;13137;2364.66;22;A8D8ME;SI;buena;indecisos;37
Lima;7560;1107;2194;10861;1954.98;6;XZ4H8Y;SI;exelente ;exigentes;69
Tacna;6448;4147;7804;18399;3311.82;47;7GGAQD;NO;exelente ;indecisos;76
Huancavelica;7921;4932;7705;20558;3700.44;50;IBEIQ4;NO;buena;leales ;46
Apurimac;4220;1146;4916;10282;1850.76;41;W37Z4B;SI;buena;indecisos;50
Cajamarca;7726;2435;6446;16607;2989.26;12;4HGEHE;SI;buena;indecisos;75
Cajamarca;6363;4246;7649;18258;3286.44;16;S4BBAA;SI;buena;indecisos;66
Arequipa;5877;3050;5312;14239;2563.02;46;B3SAQ4;SI;deficiente;leales ;41
Ayacucho;9490;3867;5392;18749;3374.82;10;C4SD8Y;NO;buena;leales ;68
Lima;6017;3259;2465;11741;2113.38;48;YS3EGH;NO;exelente ;indecisos;57
Lima;7358;3571;2280;13209;2377.62;29;PXA8SI;NO;exepcional;exigentes;30
Ucayali;8666;3651;4608;16925;3046.5;47;WQ8YCH;NO;buena;indecisos;73
Lima;1557;1841;6587;9985;1797.3;35;78IPWZ;NO;buena;exigentes;28
Loreto;9487;3423;1579;14489;2608.02;22;YCZH4M;NO;deficiente;exigentes;80
Amazonas;6073;1987;3097;11157;2008.26;36;Q4DGEM;SI;buena;leales ;22
Puno;5092;2189;1679;8960;1612.8;14;ZPYZ8G;NO;exepcional;exigentes;75
Tumbes;2451;4568;1661;8680;1562.4;16;IWPQZC;SI;deficiente;leales ;79
Ancash;8376;1450;3538;13364;2405.52;21;YPCBC3;NO;exepcional;exigentes;47
Ucayali;3454;1110;926;5490;988.2;33;DHGBBA;SI;exelente ;indecisos;33
Cajamarca;3158;4798;2667;10623;1912.14;30;Q8HYSZ;SI;exelente ;exigentes;23
Tumbes;1013;4839;2036;7888;1419.84;22;ZQ77S8;SI;estandar;leales ;50
Ayacucho;4032;2762;1904;8698;1565.64;5;8XAYCS;NO;estandar;indecisos;47
Puno;8829;3180;4104;16113;2900.34;46;BACBXZ;SI;estandar;leales ;66
San Martin;6385;1526;1257;9168;1650.24;44;S4EP3S;SI;estandar;indecisos;76
Lima;5664;4486;5817;15967;2874.06;44;APXY3E;NO;exepcional;exigentes;66
Ayacucho;2012;2047;3112;7171;1290.78;50;EAEIYQ;NO;deficiente;indecisos;28
Ayacucho;8806;3496;6253;18555;3339.9;25;SXQXPP;NO;estandar;exigentes;59
Huanuco;6240;1414;2428;10082;1814.76;26;SCCCBW;NO;estandar;exigentes;24
Piura;1579;1086;5608;8273;1489.14;37;P7A8EC;NO;estandar;exigentes;53
Ancash;6105;4465;1002;11572;2082.96;15;XEPBWM;NO;buena;leales ;67
Puno;8963;4956;5603;19522;3513.96;40;8SHCQM;NO;buena;indecisos;27
Tumbes;7431;2079;2360;11870;2136.6;13;8MCI3B;SI;exelente ;leales ;51
Lima;1010;2624;7198;10832;1949.76;14;38SSCA;SI;deficiente;leales ;27
Junin;5848;2047;5414;13309;2395.62;16;X4AEGE;SI;deficiente;indecisos;66
Pasco;8244;4478;2355;15077;2713.86;42;B8XWW4;SI;estandar;exigentes;27
Arequipa;6285;2625;6758;15668;2820.24;35;PAZCBZ;NO;exepcional;leales ;69
Lima;6700;3776;7241;17717;3189.06;15;YDCM8Y;SI;exelente ;leales ;48
Ica;3787;2713;3521;10021;1803.78;19;ZDXBDW;NO;deficiente;exigentes;58
Cajamarca;5059;2973;3138;11170;2010.6;38;SIQXE4;SI;buena;exigentes;76
Ayacucho;5205;4445;7382;17032;3065.76;18;DQYCZG;NO;exepcional;indecisos;75
Apurimac;6270;1339;3664;11273;2029.14;33;YHCQEW;SI;estandar;exigentes;55
Apurimac;9892;4696;2189;16777;3019.86;40;AYEE8D;SI;deficiente;exigentes;65
Pasco;1826;1845;2861;6532;1175.76;33;S8WHBP;SI;exelente ;exigentes;46
Amazonas;6429;1398;4613;12440;2239.2;38;ZYAZAB;SI;exelente ;leales ;33
Junin;1414;1692;3481;6587;1185.66;12;XB3PXB;NO;exepcional;leales ;70
Lima;8302;1222;2674;12198;2195.64;2;GWWHBY;NO;exelente ;exigentes;25
Cuzco;3469;2058;3528;9055;1629.9;6;XC3WXB;NO;deficiente;leales ;72
Madre de Dios;9147;1355;3971;14473;2605.14;39;DAZ3C3;SI;exelente ;leales ;54
Apurimac;9084;1343;3032;13459;2422.62;16;HGWP84;NO;deficiente;exigentes;64
Lambayeque;8927;4457;4290;17674;3181.32;7;B8SMWE;SI;exelente ;exigentes;77
Piura;8874;4363;1109;14346;2582.28;21;GQZGXE;SI;buena;exigentes;26
Ayacucho;4605;3761;4407;12773;2299.14;16;A7CQI4;SI;exepcional;indecisos;60
Tacna;4639;3014;3643;11296;2033.28;7;7GDMWQ;SI;buena;exigentes;24
San Martin;3747;4612;1665;10024;1804.32;43;ZBMSZ7;NO;exepcional;exigentes;63
Pasco;3505;2266;4697;10468;1884.24;8;CC3PBG;SI;exelente ;indecisos;41
Ica;1034;3819;1079;5932;1067.76;23;HDW33W;NO;estandar;leales ;23
Cuzco;4043;3575;4430;12048;2168.64;22;ZH887D;NO;exelente ;leales ;53
Lima;8204;4095;6208;18507;3331.26;2;8SZDSE;NO;exelente ;exigentes;50
Lambayeque;4848;2944;5859;13651;2457.18;2;CW3GHZ;SI;estandar;exigentes;71
Moquegua;2337;4705;1267;8309;1495.62;50;YIX7QS;NO;exepcional;indecisos;45
Cuzco;4296;1980;3884;10160;1828.8;14;PBSE7P;SI;deficiente;leales ;62
Loreto;5199;4257;6202;15658;2818.44;43;IBIMMB;SI;exelente ;exigentes;74
Tumbes;5341;1438;1508;8287;1491.66;22;GI8W8A;SI;estandar;exigentes;45
Junin;4126;4563;7484;16173;2911.14;13;8YYA4I;SI;deficiente;exigentes;51
La Libertad;9623;1596;5332;16551;2979.18;12;QEPXQC;SI;deficiente;leales ;55
Huancavelica;6431;1553;1353;9337;1680.66;23;HGPQMQ;SI;estandar;leales ;41
Loreto;5331;2084;5568;12983;2336.94;8;YBQQIG;SI;exepcional;indecisos;53
Tacna;7878;4579;7003;19460;3502.8;8;DISGPW;SI;exepcional;exigentes;30
Amazonas;6117;2606;983;9706;1747.08;11;BBZBAS;SI;exepcional;indecisos;41
Apurimac;7531;3886;1191;12608;2269.44;27;MSAWQA;NO;exepcional;exigentes;28
Lima;6546;2495;3764;12805;2304.9;10;CQCYMH;SI;exepcional;indecisos;46
Cuzco;5065;3494;6160;14719;2649.42;21;HSQAWE;SI;exepcional;indecisos;62
Lima;1894;3251;5220;10365;1865.7;28;YPYEQB;NO;estandar;indecisos;48
Piura;2284;2013;1901;6198;1115.64;19;PGXE74;NO;deficiente;indecisos;46
Ica;8813;3736;1390;13939;2509.02;42;P88SH7;SI;exepcional;indecisos;42
Amazonas;6803;4463;3311;14577;2623.86;20;XPA8II;NO;buena;indecisos;39
San Martin;4196;1023;4133;9352;1683.36;26;AWMSIY;NO;estandar;exigentes;25
Ucayali;1075;3611;5422;10108;1819.44;44;B7M3II;SI;estandar;exigentes;21
Ayacucho;4608;3165;6418;14191;2554.38;46;GEZHZG;SI;estandar;leales ;37
Lambayeque;2897;1297;2543;6737;1212.66;16;G7ZG7P;NO;exepcional;indecisos;68
Ica;8447;4458;6673;19578;3524.04;7;YHA3BI;SI;buena;leales ;46
Lima;1439;4745;3824;10008;1801.44;12;ZGAQPW;SI;exelente ;exigentes;71
Loreto;5643;1443;2931;10017;1803.06;48;Q8Q8HS;NO;exepcional;exigentes;29
Lambayeque;2336;3374;7210;12920;2325.6;15;BEZZYS;NO;estandar;indecisos;59
Huancavelica;2985;3290;5701;11976;2155.68;46;4PM4CW;SI;buena;leales ;56
La Libertad;8327;1785;2334;12446;2240.28;41;EHYEDB;NO;exepcional;leales ;21
San Martin;5516;1717;4083;11316;2036.88;16;GIDM4M;SI;exelente ;indecisos;59
La Libertad;2010;4550;1565;8125;1462.5;2;GSPA3P;SI;buena;exigentes;70
Huanuco;6697;2707;2261;11665;2099.7;26;A8Z8WG;SI;buena;exigentes;63
Ica;8615;2161;1440;12216;2198.88;12;IPPBY8;NO;deficiente;leales ;24
Junin;9131;1571;2943;13645;2456.1;12;IQAWIB;SI;exelente ;exigentes;60
Ica;4633;1571;2342;8546;1538.28;43;GIW8QQ;SI;exelente ;exigentes;55
Madre de Dios;3950;3396;5166;12512;2252.16;23;4XQ8ZM;SI;deficiente;exigentes;77
Huanuco;1607;4574;3106;9287;1671.66;49;XBYI4Y;SI;exelente ;indecisos;57
Tacna;8007;2191;1151;11349;2042.82;42;MYQBPG;NO;estandar;leales ;29
Ancash;2209;2553;2508;7270;1308.6;7;BS7SGA;NO;deficiente;exigentes;70
Lima;1634;1094;4458;7186;1293.48;23;EDSXWP;SI;deficiente;indecisos;55
Huancavelica;6896;3412;7319;17627;3172.86;33;GIHSGI;SI;exelente ;leales ;67
Madre de Dios;9248;2101;1114;12463;2243.34;10;MIIG8A;SI;estandar;leales ;64
Ica;3709;4663;4117;12489;2248.02;34;EZI48X;NO;exelente ;leales ;75
Pasco;9207;1110;2253;12570;2262.6;4;AYEPW4;NO;estandar;leales ;57
Pasco;5041;3095;3755;11891;2140.38;50;YSS8PY;SI;deficiente;leales ;74
Ayacucho;3091;1580;3281;7952;1431.36;15;YB77WP;NO;deficiente;leales ;26
Ancash;5681;4862;1016;11559;2080.62;27;HSC343;NO;deficiente;exigentes;53
Apurimac;4601;4493;3028;12122;2181.96;26;QHS847;NO;exelente ;leales ;53
Ayacucho;9612;2831;7691;20134;3624.12;8;Y3MIAD;SI;exepcional;indecisos;76
Lima;8085;3280;4300;15665;2819.7;40;W4H4X3;NO;buena;exigentes;53
Lima;2664;1419;3772;7855;1413.9;15;3XW8BI;SI;buena;leales ;27
Ayacucho;1736;1962;1378;5076;913.68;20;PBQSBQ;NO;deficiente;leales ;62
Lambayeque;8949;2311;1771;13031;2345.58;47;M34DB8;NO;exelente ;indecisos;34
Tumbes;8694;3403;2895;14992;2698.56;17;4HMD4W;NO;exepcional;exigentes;39
Ica;6558;3988;5714;16260;2926.8;22;3WXHZA;SI;exepcional;leales ;57
Apurimac;7995;1089;1067;10151;1827.18;31;QEIGWA;NO;estandar;exigentes;36
Ucayali;5500;3038;4435;12973;2335.14;23;WEPS8Y;NO;deficiente;indecisos;67
Pasco;7916;4201;3219;15336;2760.48;23;7HBHEG;SI;exelente ;leales ;69
Madre de Dios;4047;3809;3432;11288;2031.84;37;IEQXAG;SI;deficiente;exigentes;61
Lima;4958;2676;6852;14486;2607.48;10;AWE4BE;SI;estandar;leales ;49
Lima;3180;4795;6675;14650;2637;11;SXGH4G;SI;deficiente;leales ;33
La Libertad;3923;3885;6494;14302;2574.36;31;ABI4YA;NO;estandar;leales ;56
Tumbes;7997;2953;4683;15633;2813.94;10;ME7XPZ;NO;estandar;exigentes;41
Apurimac;5100;4505;2947;12552;2259.36;22;834SYG;SI;deficiente;indecisos;24
Huanuco;4589;4992;3379;12960;2332.8;2;YB7IAQ;SI;buena;indecisos;43
Amazonas;3837;2576;7470;13883;2498.94;33;84XHYB;NO;exepcional;indecisos;65
Cuzco;3421;2858;4864;11143;2005.74;28;DCDI4P;SI;estandar;leales ;61
Lima;5953;1714;5909;13576;2443.68;20;WEGGEC;SI;estandar;exigentes;23
Cuzco;4520;1191;5555;11266;2027.88;30;GXWWYP;NO;deficiente;indecisos;69
Puno;4091;941;5578;10610;1909.8;20;7QPPIA;NO;deficiente;indecisos;21
Puno;1953;2799;6725;11477;2065.86;19;XQSX4I;NO;exelente ;leales ;73
Tumbes;3137;2615;6732;12484;2247.12;38;X7BSYB;SI;exelente ;exigentes;23
Junin;6450;1502;3614;11566;2081.88;21;MPGDEI;NO;exelente ;leales ;75
Junin;6380;1866;1193;9439;1699.02;28;HWEEI4;NO;exelente ;leales ;71
Ancash;9950;1747;7660;19357;3484.26;41;Y88WYX;NO;deficiente;indecisos;78
Junin;2577;2792;6656;12025;2164.5;50;83QWIC;SI;exepcional;leales ;44
Apurimac;3144;4204;1236;8584;1545.12;5;GYAMXC;NO;deficiente;leales ;50
Pasco;6323;1631;4668;12622;2271.96;27;YIBHD3;SI;estandar;exigentes;67
Tacna;9595;3935;3456;16986;3057.48;40;Z3X3IS;SI;exepcional;indecisos;23
Cuzco;7189;4795;5464;17448;3140.64;12;WYAABB;SI;exepcional;leales ;27
San Martin;9530;4134;4361;18025;3244.5;43;Z7YPMZ;NO;buena;exigentes;46
Cajamarca;3899;4271;5664;13834;2490.12;35;GBYSE8;NO;estandar;indecisos;70
San Martin;4395;3831;2430;10656;1918.08;36;APWC4P;SI;exepcional;exigentes;39
Lima;6763;2032;5452;14247;2564.46;50;8MM7Z8;SI;exelente ;exigentes;60
Cajamarca;8760;3939;7864;20563;3701.34;28;IM8G3X;SI;exelente ;exigentes;68
Cuzco;8700;3798;4711;17209;3097.62;2;XQHADB;NO;estandar;leales ;32
Ancash;3357;1722;5635;10714;1928.52;34;HX3QE7;NO;buena;indecisos;52
Ucayali;8378;1687;2956;13021;2343.78;32;MQDSZ7;NO;exelente ;indecisos;29
Loreto;4448;4280;7636;16364;2945.52;2;DDXYAM;NO;exelente ;exigentes;57
Piura;6556;4407;5276;16239;2923.02;33;H8MBCD;NO;estandar;exigentes;54
Cuzco;4628;4500;3418;12546;2258.28;5;GB3W4H;SI;exepcional;indecisos;62
Piura;5192;4702;5456;15350;2763;21;BCDMBC;SI;buena;indecisos;56
Junin;4085;1209;4593;9887;1779.66;3;AGSDYC;SI;estandar;leales ;38
Lima;9542;2030;3151;14723;2650.14;36;4YYMXP;SI;exepcional;exigentes;60
San Martin;1026;2973;5436;9435;1698.3;43;PYWC3H;SI;deficiente;indecisos;79
Madre de Dios;7019;983;4226;12228;2201.04;40;SGS3XA;NO;exepcional;indecisos;70
Amazonas;2508;4376;6513;13397;2411.46;20;P4ZHZC;SI;buena;exigentes;42
Apurimac;6495;3117;3181;12793;2302.74;17;73QM38;NO;buena;leales ;64
Tacna;5761;4169;3106;13036;2346.48;32;M7GYBX;NO;exelente ;indecisos;61
Huancavelica;7320;4093;1424;12837;2310.66;48;MPCYHY;SI;buena;indecisos;47
Ayacucho;1098;1140;1775;4013;722.34;26;ZSXEXX;NO;estandar;indecisos;34
San Martin;1966;2470;2664;7100;1278;31;8IBEH8;NO;buena;exigentes;77
Tacna;8463;4553;2473;15489;2788.02;20;WGIDBY;SI;deficiente;exigentes;46
Huancavelica;5108;1629;7582;14319;2577.42;29;GQ7CGP;SI;deficiente;leales ;45
Amazonas;9906;2051;7590;19547;3518.46;16;CAY84Z;SI;buena;indecisos;49
Amazonas;6563;4722;7624;18909;3403.62;14;ISHC4Y;NO;deficiente;indecisos;58
Amazonas;8516;1219;1914;11649;2096.82;30;HA7DXS;SI;exelente ;leales ;65
San Martin;3728;3618;2626;9972;1794.96;18;SD4DXZ;NO;buena;leales ;26
Lima;2723;2373;2713;7809;1405.62;35;DSZBMS;NO;deficiente;indecisos;29
Tacna;6774;3567;4257;14598;2627.64;37;MXE4WD;NO;exepcional;indecisos;25
Pasco;5229;2083;2199;9511;1711.98;36;MIASZ3;SI;buena;indecisos;47
Amazonas;1455;2025;1681;5161;928.98;49;IYIW3P;NO;exepcional;exigentes;69
Puno;8177;3320;4373;15870;2856.6;2;QYMIPC;SI;buena;exigentes;27
Madre de Dios;9826;4855;2155;16836;3030.48;36;DHPQ8S;NO;exelente ;indecisos;38
Huanuco;1914;4923;3249;10086;1815.48;3;373ZED;NO;buena;indecisos;59
La Libertad;6978;1759;4945;13682;2462.76;35;YAI3DC;SI;exelente ;indecisos;25
Ucayali;5741;2704;3744;12189;2194.02;29;CADWAM;SI;buena;indecisos;43
Huancavelica;2971;4786;1909;9666;1739.88;2;CEIPIZ;SI;exepcional;leales ;51
Lima;7081;4253;6094;17428;3137.04;41;IA33ZC;SI;buena;indecisos;59
Pasco;9421;4441;3087;16949;3050.82;42;DWMP7W;SI;buena;leales ;70
Ayacucho;4605;2885;6482;13972;2514.96;24;44XS7P;SI;buena;indecisos;20
Cajamarca;7915;3572;1973;13460;2422.8;14;7HPX3X;SI;exelente ;leales ;73
Piura;1162;2747;5032;8941;1609.38;48;BBH7DC;NO;buena;indecisos;57
Arequipa;9951;1457;3501;14909;2683.62;2;WY8AXW;SI;exelente ;exigentes;78
Cajamarca;9689;3789;2309;15787;2841.66;24;Z4WXI4;SI;exepcional;exigentes;59
Moquegua;6357;2240;4259;12856;2314.08;5;HBIW8G;NO;deficiente;leales ;55
Amazonas;3162;3347;5217;11726;2110.68;50;Q77GQ3;NO;exelente ;indecisos;51
Arequipa;2595;2325;1063;5983;1076.94;29;XISBAZ;SI;exepcional;indecisos;42
Lambayeque;3161;2898;2313;8372;1506.96;25;G8MWY7;NO;buena;leales ;41
Piura;4410;3588;1220;9218;1659.24;18;MHYPGQ;SI;estandar;leales ;21
Moquegua;8364;3409;6564;18337;3300.66;16;3HAYEH;NO;exelente ;indecisos;50
Ica;9444;3393;7251;20088;3615.84;22;3ISWWE;SI;exelente ;leales ;68
Huancavelica;5397;4410;6050;15857;2854.26;36;7XP8QD;NO;exepcional;leales ;78
Junin;4702;2802;4100;11604;2088.72;36;3E4EIB;NO;deficiente;exigentes;21
Ancash;8420;3328;4333;16081;2894.58;18;E4PYSX;SI;buena;leales ;41
Piura;1341;3628;7985;12954;2331.72;22;MMBWG8;NO;buena;leales ;73
Loreto;5665;3295;3390;12350;2223;48;SS8A3W;SI;estandar;indecisos;31
San Martin;3550;3618;2585;9753;1755.54;37;MYH3ZY;SI;estandar;leales ;45
Cajamarca;2561;1332;5384;9277;1669.86;27;SSPB4B;NO;buena;exigentes;54
Arequipa;3864;3161;2742;9767;1758.06;10;DEZXZA;NO;estandar;indecisos;76
Lima;2968;3560;5880;12408;2233.44;18;WCDM7S;SI;exepcional;exigentes;70
Lambayeque;6403;2198;4810;13411;2413.98;10;WA7CES;SI;deficiente;indecisos;21
Cajamarca;4205;4728;3428;12361;2224.98;13;E4YMB8;SI;exelente ;leales ;57
Moquegua;2748;1252;7350;11350;2043;30;4QWSGD;SI;deficiente;exigentes;32
Pasco;4811;4182;2572;11565;2081.7;40;4D8C4A;NO;exepcional;exigentes;29
Madre de Dios;6087;3995;1471;11553;2079.54;41;YWMPHA;SI;exelente ;leales ;61
Lambayeque;2559;2093;2339;6991;1258.38;21;7E7CMX;SI;deficiente;exigentes;26
Cuzco;1291;2785;4516;8592;1546.56;41;WEH3DG;NO;deficiente;indecisos;62
Cajamarca;1064;1650;4302;7016;1262.88;9;WWCZ3E;NO;estandar;leales ;70
Lambayeque;8264;3506;5584;17354;3123.72;45;8WAXQQ;NO;deficiente;exigentes;49
Amazonas;7914;4884;5810;18608;3349.44;4;DYWBW3;NO;deficiente;exigentes;78
Huancavelica;1635;3213;4823;9671;1740.78;41;H3S8WX;NO;buena;leales ;34
Tacna;4270;4859;3638;12767;2298.06;20;3MX7DM;SI;buena;indecisos;74
Lima;8437;1937;4662;15036;2706.48;18;GS83YP;NO;buena;leales ;60
Huanuco;1137;1012;7314;9463;1703.34;5;SI8P7A;NO;deficiente;indecisos;60
La Libertad;6077;2439;3530;12046;2168.28;49;8M4CBA;NO;exepcional;exigentes;73
Ayacucho;3376;1619;7258;12253;2205.54;47;8YDA4X;SI;estandar;indecisos;74
Cuzco;2255;1043;1543;4841;871.38;9;B7E3A8;SI;deficiente;exigentes;76
Huanuco;9641;2259;1670;13570;2442.6;6;MIBP8P;NO;exelente ;indecisos;51
Ucayali;6074;1551;7178;14803;2664.54;5;GEB43D;NO;exepcional;leales ;56
Puno;2371;1050;4110;7531;1355.58;35;XAWI3C;SI;buena;indecisos;42
Puno;6276;3688;7221;17185;3093.3;30;XYMI7G;SI;buena;exigentes;33
Ayacucho;6429;2021;2028;10478;1886.04;2;HS4IZY;SI;estandar;exigentes;52
Moquegua;2943;1320;3596;7859;1414.62;6;HHEQ4H;SI;deficiente;exigentes;31
Lambayeque;9103;3092;5012;17207;3097.26;12;AMEZ3I;NO;estandar;exigentes;42
Lima;1132;2615;4941;8688;1563.84;6;8XYPAG;NO;exepcional;exigentes;73
Piura;3758;1613;2022;7393;1330.74;42;WEZXDW;SI;exepcional;leales ;25
La Libertad;6404;3659;1241;11304;2034.72;47;GZXSEY;NO;deficiente;indecisos;26
Ancash;2927;3527;3714;10168;1830.24;49;GZHGWH;NO;exepcional;indecisos;73
Ucayali;4929;2454;6475;13858;2494.44;13;MY44Y3;SI;exelente ;leales ;66
Pasco;8409;3436;6824;18669;3360.42;3;CCWXEG;SI;deficiente;exigentes;54
Arequipa;1136;2514;1505;5155;927.9;30;78X4SE;NO;exelente ;leales ;56
Lambayeque;1801;4993;7205;13999;2519.82;13;GBC7GG;NO;exelente ;indecisos;73
Huanuco;6992;1263;6253;14508;2611.44;25;ZC4H3C;SI;estandar;leales ;68
Pasco;8398;1562;2014;11974;2155.32;11;Q3H8ZY;NO;buena;leales ;75
Huancavelica;9694;4770;1273;15737;2832.66;14;7BGCA4;NO;buena;exigentes;31
Madre de Dios;3942;1530;3471;8943;1609.74;33;WD7IMM;NO;estandar;indecisos;36
Ica;9231;1402;2591;13224;2380.32;28;3GMHMP;NO;exepcional;exigentes;56
Apurimac;2980;2166;7797;12943;2329.74;12;DZIGSG;NO;estandar;leales ;62
Ica;4782;2822;6666;14270;2568.6;9;ZZHXBQ;NO;exelente ;exigentes;41
La Libertad;9236;4875;6942;21053;3789.54;4;7EY8EH;NO;exepcional;exigentes;30
Tacna;5912;3886;4299;14097;2537.46;22;7GI7YE;SI;buena;exigentes;40
Tumbes;7575;4835;7766;20176;3631.68;30;SAAEXE;SI;buena;exigentes;22
Ancash;9146;2475;6415;18036;3246.48;9;WDGSD8;SI;deficiente;indecisos;43
Ucayali;6708;4686;3391;14785;2661.3;33;B4PC3G;SI;deficiente;leales ;80
Ucayali;8638;3610;1750;13998;2519.64;48;8PHCWE;SI;estandar;leales ;25
La Libertad;7337;4116;2327;13780;2480.4;41;BAIYAB;NO;buena;indecisos;33
Ayacucho;5029;1134;4903;11066;1991.88;11;3YZDXA;NO;exelente ;exigentes;51
Pasco;3526;1696;5440;10662;1919.16;46;GPX8AW;SI;deficiente;indecisos;44
Ayacucho;7095;3521;6965;17581;3164.58;42;CYM83D;NO;exepcional;indecisos;39
Huancavelica;5962;1567;3111;10640;1915.2;37;QA8YYG;NO;estandar;indecisos;70
Apurimac;3012;3361;4369;10742;1933.56;18;7QZM73;NO;exepcional;indecisos;22
Arequipa;3692;3406;5206;12304;2214.72;38;4CZCXQ;NO;exelente ;leales ;62
Puno;1880;3970;5295;11145;2006.1;18;HD8Z3G;NO;buena;exigentes;67
La Libertad;1958;4048;1798;7804;1404.72;23;HXAZWB;NO;exelente ;exigentes;68
Apurimac;9498;1240;2554;13292;2392.56;44;XMCPZ7;SI;exelente ;exigentes;76
Junin;7046;4102;4526;15674;2821.32;17;GSIXP3;NO;exepcional;leales ;78
Arequipa;7143;3476;6608;17227;3100.86;32;QE8A7W;SI;estandar;indecisos;51
Lambayeque;1722;1856;1175;4753;855.54;24;PYZXGE;NO;exelente ;indecisos;73
Loreto;3625;1250;5762;10637;1914.66;36;G3H8HE;SI;estandar;exigentes;20
Apurimac;7127;2659;6003;15789;2842.02;11;X8XSWA;SI;exelente ;exigentes;22
Pasco;2766;4934;1565;9265;1667.7;41;EPHWAW;NO;deficiente;indecisos;69
Amazonas;9388;4324;7212;20924;3766.32;38;ADMIYY;NO;exepcional;exigentes;26
Cajamarca;9757;4082;1476;15315;2756.7;32;3DCGXS;NO;exepcional;leales ;58
Lima;4953;1275;3626;9854;1773.72;16;QBI7MZ;NO;buena;exigentes;40
Ayacucho;5050;4860;2398;12308;2215.44;49;B7MYE4;SI;buena;exigentes;56
Moquegua;8501;3634;6988;19123;3442.14;9;YX8CPB;SI;deficiente;leales ;59
Piura;8326;1784;3860;13970;2514.6;6;IZ4A4E;SI;buena;exigentes;60
Apurimac;5059;4550;6373;15982;2876.76;6;7MAY4E;NO;estandar;exigentes;20
Huancavelica;3478;1362;2207;7047;1268.46;7;8SSSZP;NO;deficiente;exigentes;54
Ica;4434;3985;2069;10488;1887.84;43;HA4YCI;NO;deficiente;indecisos;24
Lambayeque;3384;4303;2095;9782;1760.76;45;8H4XHY;SI;exelente ;exigentes;28
La Libertad;5849;4012;1121;10982;1976.76;19;XWMPG8;NO;deficiente;leales ;26
Amazonas;1600;3051;918;5569;1002.42;14;PZS4QX;NO;buena;indecisos;78
Lima;4508;3672;5852;14032;2525.76;9;4W3MWY;SI;estandar;leales ;57
Huancavelica;4562;4369;6374;15305;2754.9;41;XGIZ78;SI;exelente ;indecisos;68
Pasco;9495;3675;6187;19357;3484.26;9;BHDBEI;SI;estandar;exigentes;45
Lima;3215;3138;2461;8814;1586.52;34;3MGGX4;SI;exelente ;exigentes;66
Ayacucho;7053;2745;3247;13045;2348.1;10;AQQDZ3;NO;estandar;leales ;76
San Martin;5389;1564;7239;14192;2554.56;25;77ZHAM;NO;estandar;indecisos;26
Cajamarca;6720;2544;6649;15913;2864.34;43;CPQ4X4;NO;deficiente;leales ;72
Ayacucho;3618;3855;6950;14423;2596.14;13;HWQ4M8;SI;estandar;indecisos;24
Tumbes;8562;3789;6068;18419;3315.42;40;YXQ4SG;NO;estandar;exigentes;77
Tacna;6646;1465;2644;10755;1935.9;41;QBHBI4;SI;exelente ;exigentes;38
Madre de Dios;8700;3135;1406;13241;2383.38;49;PDWGQS;NO;estandar;leales ;50
Lima;7614;4727;3022;15363;2765.34;18;CADSQQ;NO;exelente ;leales ;21
La Libertad;6007;2870;7602;16479;2966.22;26;MAGMGC;NO;deficiente;leales ;32
Tacna;3734;4518;4295;12547;2258.46;12;IY3B8G;SI;deficiente;exigentes;69
La Libertad;2112;4473;3217;9802;1764.36;11;XQSSX7;NO;exepcional;exigentes;28
Lima;3911;2552;6375;12838;2310.84;27;ECXSBM;SI;buena;leales ;29
Ucayali;1828;4458;4398;10684;1923.12;22;4AXCHG;SI;estandar;leales ;25
Huanuco;7926;940;5146;14012;2522.16;32;A8DBSQ;SI;deficiente;indecisos;45
Lambayeque;9474;2493;2853;14820;2667.6;36;AQY8XM;SI;estandar;exigentes;45
Lima;5989;2897;4818;13704;2466.72;24;33ES43;NO;buena;leales ;78
Lambayeque;8136;935;6635;15706;2827.08;36;QEEQ7P;NO;estandar;indecisos;39
Ayacucho;5185;1175;1447;7807;1405.26;8;8A8ZZ4;SI;exelente ;indecisos;49
Ica;2092;4401;1623;8116;1460.88;7;P3SIMB;NO;buena;indecisos;62
Piura;2314;2158;6601;11073;1993.14;36;G44YZ4;SI;buena;leales ;34
Moquegua;2350;2107;6643;11100;1998;5;Q48CHW;SI;deficiente;exigentes;62
Lambayeque;8795;2717;5248;16760;3016.8;50;SIBI4Z;SI;exelente ;leales ;41
